Unnamed: 0,key_id,tournament_id,tournament_name,stage_number,stage_name,group_name,position,team_id,team_name,team_code,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced
605,606,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group C,4,T-63,Saudi Arabia,SAU,3,1,0,2,3,5,-2,3,0
606,607,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group D,1,T-30,France,FRA,3,2,0,1,6,3,3,6,1
607,608,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group D,2,T-04,Australia,AUS,3,2,0,1,3,4,-1,6,1
608,609,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group D,3,T-79,Tunisia,TUN,3,1,1,1,1,1,0,4,0
609,610,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group D,4,T-22,Denmark,DNK,3,0,1,2,1,3,-2,1,0
610,611,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group E,1,T-44,Japan,JPN,3,2,0,1,4,3,1,6,1
611,612,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group E,2,T-73,Spain,ESP,3,1,1,1,9,3,6,4,1
612,613,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group E,3,T-31,Germany,DEU,3,1,1,1,6,5,1,4,0
613,614,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group E,4,T-17,Costa Rica,CRI,3,1,0,2,3,11,-8,3,0
614,615,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group F,1,T-47,Morocco,MAR,3,2,1,0,4,1,3,7,1
615,616,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group F,2,T-18,Croatia,HRV,3,1,2,0,4,1,3,5,1
616,617,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group F,3,T-06,Belgium,BEL,3,1,1,1,1,2,-1,4,0
617,618,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group F,4,T-12,Canada,CAN,3,0,0,3,2,7,-5,0,0
618,619,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group G,1,T-09,Brazil,BRA,3,2,0,1,3,1,2,6,1
619,620,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group G,2,T-75,Switzerland,CHE,3,2,0,1,4,3,1,6,1
620,621,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group G,3,T-11,Cameroon,CMR,3,1,1,1,4,4,0,4,0
621,622,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group G,4,T-66,Serbia,SRB,3,0,1,2,5,8,-3,1,0
622,623,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group H,1,T-58,Portugal,PRT,3,2,0,1,6,4,2,6,1
623,624,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group H,2,T-71,South Korea,KOR,3,1,1,1,4,4,0,4,1
624,625,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group H,3,T-84,Uruguay,URY,3,1,1,1,2,2,0,4,0
625,626,WC-2022,2022 FIFA Men's World Cup,1,group stage,Group H,4,T-32,Ghana,GHA,3,1,0,2,5,7,-2,3,0
